51	73	84	90	96	97	98	99	51	73	84	90	96	97	98	99	51	73	84	90	96	97	98	99	51	73	84	90	96	97	98	99	51	73	84	90	96	97	98	99
0	42	67	81	93	98	99	99	0	42	67	81	93	98	99	99	0	42	67	81	93	98	99	99	0	42	67	81	93	98	99	99	0	42	67	81	93	98	99	99
0	43	69	84	96	99	99	99	0	43	69	84	96	99	99	99	0	43	69	84	96	99	99	99	0	43	69	84	96	99	99	99	0	43	69	84	96	99	99	99
0	40	68	83	96	99	99	99	0	40	68	83	96	99	99	99	0	40	68	83	96	99	99	99	0	40	68	83	96	99	99	99	0	40	68	83	96	99	99	99
0	36	63	80	93	99	99	99	0	36	63	80	93	99	99	99	0	36	63	80	93	99	99	99	0	36	63	80	93	99	99	99	0	36	63	80	93	99	99	99
0	32	58	75	89	96	98	99	0	32	58	75	89	96	98	99	0	32	58	75	89	96	98	99	0	32	58	75	89	96	98	99	0	32	58	75	89	96	98	99
0	41	66	82	92	96	97	99	0	41	66	82	92	96	97	99	0	41	66	82	92	96	97	99	0	41	66	82	92	96	97	99	0	41	66	82	92	96	97	99
0	40	66	82	92	96	97	99	0	40	66	82	92	96	97	99	0	40	66	82	92	96	97	99	0	40	66	82	92	96	97	99	0	40	66	82	92	96	97	99
6	51	73	85	93	97	98	98	6	51	73	85	93	97	98	98	6	51	73	85	93	97	98	98	6	51	73	85	93	97	98	98	6	51	73	85	93	97	98	98
7	51	73	85	93	97	97	98	7	51	73	85	93	97	97	98	7	51	73	85	93	97	97	98	7	51	73	85	93	97	97	98	7	51	73	85	93	97	97	98
7	54	75	87	95	98	98	98	7	54	75	87	95	98	98	98	7	54	75	87	95	98	98	98	7	54	75	87	95	98	98	98	7	54	75	87	95	98	98	98
4	46	68	81	91	97	97	98	4	46	68	81	91	97	97	98	4	46	68	81	91	97	97	98	4	46	68	81	91	97	97	98	4	46	68	81	91	97	97	98
0	36	61	77	90	97	99	99	0	36	61	77	90	97	99	99	0	36	61	77	90	97	99	99	0	36	61	77	90	97	99	99	0	36	61	77	90	97	99	99
1	41	66	81	92	98	99	99	1	41	66	81	92	98	99	99	1	41	66	81	92	98	99	99	1	41	66	81	92	98	99	99	1	41	66	81	92	98	99	99
2	39	64	79	92	98	99	99	2	39	64	79	92	98	99	99	2	39	64	79	92	98	99	99	2	39	64	79	92	98	99	99	2	39	64	79	92	98	99	99
0	35	59	76	90	97	98	99	0	35	59	76	90	97	98	99	0	35	59	76	90	97	98	99	0	35	59	76	90	97	98	99	0	35	59	76	90	97	98	99
1	38	64	80	92	96	98	99	1	38	64	80	92	96	98	99	1	38	64	80	92	96	98	99	1	38	64	80	92	96	98	99	1	38	64	80	92	96	98	99
0	35	64	82	94	98	99	99	0	35	64	82	94	98	99	99	0	35	64	82	94	98	99	99	0	35	64	82	94	98	99	99	0	35	64	82	94	98	99	99
0	36	65	82	94	98	99	99	0	36	65	82	94	98	99	99	0	36	65	82	94	98	99	99	0	36	65	82	94	98	99	99	0	36	65	82	94	98	99	99
0	37	66	82	94	97	98	99	0	37	66	82	94	97	98	99	0	37	66	82	94	97	98	99	0	37	66	82	94	97	98	99	0	37	66	82	94	97	98	99
0	38	66	82	93	96	97	99	0	38	66	82	93	96	97	99	0	38	66	82	93	96	97	99	0	38	66	82	93	96	97	99	0	38	66	82	93	96	97	99
0	40	67	82	93	96	97	98	0	40	67	82	93	96	97	98	0	40	67	82	93	96	97	98	0	40	67	82	93	96	97	98	0	40	67	82	93	96	97	98
2	43	69	85	94	97	98	99	2	43	69	85	94	97	98	99	2	43	69	85	94	97	98	99	2	43	69	85	94	97	98	99	2	43	69	85	94	97	98	99
1	43	68	84	93	96	97	99	1	43	68	84	93	96	97	99	1	43	68	84	93	96	97	99	1	43	68	84	93	96	97	99	1	43	68	84	93	96	97	99
0	41	69	86	97	99	99	99	0	41	69	86	97	99	99	99	0	41	69	86	97	99	99	99	0	41	69	86	97	99	99	99	0	41	69	86	97	99	99	99
0	41	68	83	93	96	98	99	0	41	68	83	93	96	98	99	0	41	68	83	93	96	98	99	0	41	68	83	93	96	98	99	0	41	68	83	93	96	98	99
0	42	68	83	93	96	97	98	0	42	68	83	93	96	97	98	0	42	68	83	93	96	97	98	0	42	68	83	93	96	97	98	0	42	68	83	93	96	97	98
1	43	69	86	96	98	99	99	1	43	69	86	96	98	99	99	1	43	69	86	96	98	99	99	1	43	69	86	96	98	99	99	1	43	69	86	96	98	99	99
9	55	78	88	95	97	98	98	9	55	78	88	95	97	98	98	9	55	78	88	95	97	98	98	9	55	78	88	95	97	98	98	9	55	78	88	95	97	98	98
9	55	77	88	95	97	98	98	9	55	77	88	95	97	98	98	9	55	77	88	95	97	98	98	9	55	77	88	95	97	98	98	9	55	77	88	95	97	98	98
18	63	80	89	95	96	97	98	18	63	80	89	95	96	97	98	18	63	80	89	95	96	97	98	18	63	80	89	95	96	97	98	18	63	80	89	95	96	97	98
22	66	82	90	95	96	97	98	22	66	82	90	95	96	97	98	22	66	82	90	95	96	97	98	22	66	82	90	95	96	97	98	22	66	82	90	95	96	97	98
2	51	76	88	95	97	98	99	2	51	76	88	95	97	98	99	2	51	76	88	95	97	98	99	2	51	76	88	95	97	98	99	2	51	76	88	95	97	98	99
38	77	88	96	98	99	99	99	38	77	88	96	98	99	99	99	38	77	88	96	98	99	99	99	38	77	88	96	98	99	99	99	38	77	88	96	98	99	99	99
27	65	80	91	96	98	98	99	27	65	80	91	96	98	98	99	27	65	80	91	96	98	98	99	27	65	80	91	96	98	98	99	27	65	80	91	96	98	98	99
6	49	71	83	92	95	96	97	6	49	71	83	92	95	96	97	6	49	71	83	92	95	96	97	6	49	71	83	92	95	96	97	6	49	71	83	92	95	96	97
13	49	67	80	90	95	96	98	13	49	67	80	90	95	96	98	13	49	67	80	90	95	96	98	13	49	67	80	90	95	96	98	13	49	67	80	90	95	96	98
24	63	78	90	96	98	99	99	24	63	78	90	96	98	99	99	24	63	78	90	96	98	99	99	24	63	78	90	96	98	99	99	24	63	78	90	96	98	99	99
5	45	70	88	97	99	99	99	5	45	70	88	97	99	99	99	5	45	70	88	97	99	99	99	5	45	70	88	97	99	99	99	5	45	70	88	97	99	99	99
8	47	69	87	96	99	99	99	8	47	69	87	96	99	99	99	8	47	69	87	96	99	99	99	8	47	69	87	96	99	99	99	8	47	69	87	96	99	99	99
2	50	74	88	96	98	99	99	2	50	74	88	96	98	99	99	2	50	74	88	96	98	99	99	2	50	74	88	96	98	99	99	2	50	74	88	96	98	99	99
3	51	74	86	94	96	98	98	3	51	74	86	94	96	98	98	3	51	74	86	94	96	98	98	3	51	74	86	94	96	98	98	3	51	74	86	94	96	98	98
9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97
7	54	77	88	95	97	98	98	7	54	77	88	95	97	98	98	7	54	77	88	95	97	98	98	7	54	77	88	95	97	98	98	7	54	77	88	95	97	98	98
7	53	76	87	94	96	97	97	7	53	76	87	94	96	97	97	7	53	76	87	94	96	97	97	7	53	76	87	94	96	97	97	7	53	76	87	94	96	97	97
2	46	71	85	93	96	97	98	2	46	71	85	93	96	97	98	2	46	71	85	93	96	97	98	2	46	71	85	93	96	97	98	2	46	71	85	93	96	97	98
9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97	9	55	77	87	94	96	97	97
8	55	77	88	95	97	98	98	8	55	77	88	95	97	98	98	8	55	77	88	95	97	98	98	8	55	77	88	95	97	98	98	8	55	77	88	95	97	98	98
8	55	77	89	95	97	98	99	8	55	77	89	95	97	98	99	8	55	77	89	95	97	98	99	8	55	77	89	95	97	98	99	8	55	77	89	95	97	98	99
6	52	75	86	93	96	97	97	6	52	75	86	93	96	97	97	6	52	75	86	93	96	97	97	6	52	75	86	93	96	97	97	6	52	75	86	93	96	97	97
6	42	62	76	89	96	97	98	6	42	62	76	89	96	97	98	6	42	62	76	89	96	97	98	6	42	62	76	89	96	97	98	6	42	62	76	89	96	97	98
5	40	60	73	87	95	96	97	5	40	60	73	87	95	96	97	5	40	60	73	87	95	96	97	5	40	60	73	87	95	96	97	5	40	60	73	87	95	96	97
24	67	81	92	96	97	99	99	24	67	81	92	96	97	99	99	24	67	81	92	96	97	99	99	24	67	81	92	96	97	99	99	24	67	81	92	96	97	99	99
14	58	76	88	95	98	99	99	14	58	76	88	95	98	99	99	14	58	76	88	95	98	99	99	14	58	76	88	95	98	99	99	14	58	76	88	95	98	99	99
11	57	75	88	95	98	98	99	11	57	75	88	95	98	98	99	11	57	75	88	95	98	98	99	11	57	75	88	95	98	98	99	11	57	75	88	95	98	98	99
15	60	77	89	96	98	98	99	15	60	77	89	96	98	98	99	15	60	77	89	96	98	98	99	15	60	77	89	96	98	98	99	15	60	77	89	96	98	98	99
11	51	74	86	95	99	99	99	11	51	74	86	95	99	99	99	11	51	74	86	95	99	99	99	11	51	74	86	95	99	99	99	11	51	74	86	95	99	99	99
0	37	65	81	93	98	98	99	0	37	65	81	93	98	98	99	0	37	65	81	93	98	98	99	0	37	65	81	93	98	98	99	0	37	65	81	93	98	98	99
0	40	66	82	93	98	99	99	0	40	66	82	93	98	99	99	0	40	66	82	93	98	99	99	0	40	66	82	93	98	99	99	0	40	66	82	93	98	99	99
5	49	71	87	97	99	99	99	5	49	71	87	97	99	99	99	5	49	71	87	97	99	99	99	5	49	71	87	97	99	99	99	5	49	71	87	97	99	99	99
6	51	73	87	95	98	99	99	6	51	73	87	95	98	99	99	6	51	73	87	95	98	99	99	6	51	73	87	95	98	99	99	6	51	73	87	95	98	99	99
9	55	76	89	95	98	98	99	9	55	76	89	95	98	98	99	9	55	76	89	95	98	98	99	9	55	76	89	95	98	98	99	9	55	76	89	95	98	98	99
10	54	75	87	94	96	97	98	10	54	75	87	94	96	97	98	10	54	75	87	94	96	97	98	10	54	75	87	94	96	97	98	10	54	75	87	94	96	97	98
7	53	74	87	94	97	98	99	7	53	74	87	94	97	98	99	7	53	74	87	94	97	98	99	7	53	74	87	94	97	98	99	7	53	74	87	94	97	98	99
11	56	77	87	94	96	97	98	11	56	77	87	94	96	97	98	11	56	77	87	94	96	97	98	11	56	77	87	94	96	97	98	11	56	77	87	94	96	97	98
10	56	76	87	94	97	97	98	10	56	76	87	94	97	97	98	10	56	76	87	94	97	97	98	10	56	76	87	94	97	97	98	10	56	76	87	94	97	97	98
10	55	76	87	94	96	97	98	10	55	76	87	94	96	97	98	10	55	76	87	94	96	97	98	10	55	76	87	94	96	97	98	10	55	76	87	94	96	97	98
9	54	76	87	94	97	98	99	9	54	76	87	94	97	98	99	9	54	76	87	94	97	98	99	9	54	76	87	94	97	98	99	9	54	76	87	94	97	98	99
