5	49	5000000	6	6	6	6	6																						
181801	450283	668286	1034108	1728879	2354772	181801	450283	668286	1034108	1728879	2354772	181801	450283	668286	1034108	1728879	2354772	181801	450283	668286	1034108	1728879	2354772	181801	450283	668286	1034108	1728879	2354772
155580	398865	611087	957685	1431809	2123065	155580	398865	611087	957685	1431809	2123065	155580	398865	611087	957685	1431809	2123065	155580	398865	611087	957685	1431809	2123065	155580	398865	611087	957685	1431809	2123065
139857	350812	571051	877771	1300868	2177073	139857	350812	571051	877771	1300868	2177073	139857	350812	571051	877771	1300868	2177073	139857	350812	571051	877771	1300868	2177073	139857	350812	571051	877771	1300868	2177073
155432	382355	617681	933276	1520281	2160877	155432	382355	617681	933276	1520281	2160877	155432	382355	617681	933276	1520281	2160877	155432	382355	617681	933276	1520281	2160877	155432	382355	617681	933276	1520281	2160877
163442	411561	652874	996749	1472558	2233056	163442	411561	652874	996749	1472558	2233056	163442	411561	652874	996749	1472558	2233056	163442	411561	652874	996749	1472558	2233056	163442	411561	652874	996749	1472558	2233056
126289	318564	520315	801058	1224260	1941625	126289	318564	520315	801058	1224260	1941625	126289	318564	520315	801058	1224260	1941625	126289	318564	520315	801058	1224260	1941625	126289	318564	520315	801058	1224260	1941625
153295	352642	561791	905515	1388403	2157535	153295	352642	561791	905515	1388403	2157535	153295	352642	561791	905515	1388403	2157535	153295	352642	561791	905515	1388403	2157535	153295	352642	561791	905515	1388403	2157535
173849	437162	709534	1060487	1638769	2290172	173849	437162	709534	1060487	1638769	2290172	173849	437162	709534	1060487	1638769	2290172	173849	437162	709534	1060487	1638769	2290172	173849	437162	709534	1060487	1638769	2290172
150710	374758	584846	852833	1348011	2055469	150710	374758	584846	852833	1348011	2055469	150710	374758	584846	852833	1348011	2055469	150710	374758	584846	852833	1348011	2055469	150710	374758	584846	852833	1348011	2055469
139105	362795	560821	913888	1429765	2169201	139105	362795	560821	913888	1429765	2169201	139105	362795	560821	913888	1429765	2169201	139105	362795	560821	913888	1429765	2169201	139105	362795	560821	913888	1429765	2169201
141840	353220	607410	939819	1354548	2173522	141840	353220	607410	939819	1354548	2173522	141840	353220	607410	939819	1354548	2173522	141840	353220	607410	939819	1354548	2173522	141840	353220	607410	939819	1354548	2173522
156148	405134	594078	917428	1519951	2102452	156148	405134	594078	917428	1519951	2102452	156148	405134	594078	917428	1519951	2102452	156148	405134	594078	917428	1519951	2102452	156148	405134	594078	917428	1519951	2102452
160746	386351	624282	946851	1422919	2209463	160746	386351	624282	946851	1422919	2209463	160746	386351	624282	946851	1422919	2209463	160746	386351	624282	946851	1422919	2209463	160746	386351	624282	946851	1422919	2209463
179801	434409	687371	1036454	1578343	2275376	179801	434409	687371	1036454	1578343	2275376	179801	434409	687371	1036454	1578343	2275376	179801	434409	687371	1036454	1578343	2275376	179801	434409	687371	1036454	1578343	2275376
140051	337059	526950	821631	1231445	2005399	140051	337059	526950	821631	1231445	2005399	140051	337059	526950	821631	1231445	2005399	140051	337059	526950	821631	1231445	2005399	140051	337059	526950	821631	1231445	2005399
138313	366214	587876	923170	1471065	2152483	138313	366214	587876	923170	1471065	2152483	138313	366214	587876	923170	1471065	2152483	138313	366214	587876	923170	1471065	2152483	138313	366214	587876	923170	1471065	2152483
143509	360831	617242	966699	1491626	2289689	143509	360831	617242	966699	1491626	2289689	143509	360831	617242	966699	1491626	2289689	143509	360831	617242	966699	1491626	2289689	143509	360831	617242	966699	1491626	2289689
150616	372963	581493	885714	1358801	2059512	150616	372963	581493	885714	1358801	2059512	150616	372963	581493	885714	1358801	2059512	150616	372963	581493	885714	1358801	2059512	150616	372963	581493	885714	1358801	2059512
165384	405596	639204	987708	1537156	2220726	165384	405596	639204	987708	1537156	2220726	165384	405596	639204	987708	1537156	2220726	165384	405596	639204	987708	1537156	2220726	165384	405596	639204	987708	1537156	2220726
140881	350713	586839	923755	1336050	2156729	140881	350713	586839	923755	1336050	2156729	140881	350713	586839	923755	1336050	2156729	140881	350713	586839	923755	1336050	2156729	140881	350713	586839	923755	1336050	2156729
157671	386472	601738	891604	1415116	2039773	157671	386472	601738	891604	1415116	2039773	157671	386472	601738	891604	1415116	2039773	157671	386472	601738	891604	1415116	2039773	157671	386472	601738	891604	1415116	2039773
157812	399894	616206	955231	1468126	2176469	157812	399894	616206	955231	1468126	2176469	157812	399894	616206	955231	1468126	2176469	157812	399894	616206	955231	1468126	2176469	157812	399894	616206	955231	1468126	2176469
163927	401853	656471	968026	1505760	2221506	163927	401853	656471	968026	1505760	2221506	163927	401853	656471	968026	1505760	2221506	163927	401853	656471	968026	1505760	2221506	163927	401853	656471	968026	1505760	2221506
137654	343800	536667	874175	1323990	2044075	137654	343800	536667	874175	1323990	2044075	137654	343800	536667	874175	1323990	2044075	137654	343800	536667	874175	1323990	2044075	137654	343800	536667	874175	1323990	2044075
146754	359903	587236	897976	1383735	2186790	146754	359903	587236	897976	1383735	2186790	146754	359903	587236	897976	1383735	2186790	146754	359903	587236	897976	1383735	2186790	146754	359903	587236	897976	1383735	2186790
153938	379700	590335	905935	1480464	2105231	153938	379700	590335	905935	1480464	2105231	153938	379700	590335	905935	1480464	2105231	153938	379700	590335	905935	1480464	2105231	153938	379700	590335	905935	1480464	2105231
181901	425781	696376	1076599	1547572	2395588	181901	425781	696376	1076599	1547572	2395588	181901	425781	696376	1076599	1547572	2395588	181901	425781	696376	1076599	1547572	2395588	181901	425781	696376	1076599	1547572	2395588
111155	277716	487160	758197	1141971	1972048	111155	277716	487160	758197	1141971	1972048	111155	277716	487160	758197	1141971	1972048	111155	277716	487160	758197	1141971	1972048	111155	277716	487160	758197	1141971	1972048
